,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
166490,118111.0,-0.229091633072708,0.613232529474925,-0.283204844876841,-0.407585298277172,0.765966215426597,-1.34449415316612,0.797700834030045,-0.197246703281205,0.513367391764321,-1.42539539627331,-0.804320174407643,-0.400823561836513,-0.865601801086988,-1.62132653447461,-0.463915465384576,0.0866727101703262,1.08284093249928,0.306225555330358,-0.0511645834302715,-0.191006076110888,-0.17506547225164,-0.381029104217434,0.0440057606975587,-0.176951828253777,-0.30942394835601,-0.168131061078116,-0.0725042289275247,0.102144273042634,14.0,0
199810,133144.0,-4.20312707056354,0.0962864373342547,-1.88239583661544,-1.50865927738844,-2.31825512976564,2.21920814247689,-3.64128511890481,-10.3229457654636,-1.47242393591119,-2.36555015718403,-1.78171715054778,0.288882106060721,-0.93323323702664,1.26535810680458,-1.28196770780426,2.36487004798889,0.596030645959333,-1.53352864634562,-0.335704703127435,1.37449554939066,-5.57644379662365,1.04243751593658,-0.0611856897110877,0.615787160430107,-1.29613616645992,-0.81568642204938,1.18474785638702,-0.581125317942275,440.59,0
158576,111471.0,-0.0650641760983725,0.708658935843978,0.232511190887207,-0.529560528185188,0.481605038390963,-0.512788421697886,0.926116221373648,-0.0888100870181235,1.1101401235644,-0.63294101988162,1.29016648693581,-2.24535625039133,0.791262894737445,1.89708454801547,-1.72192156387059,0.217242142685045,0.0008022044384083,0.248509265015346,0.115759613479169,0.0013307006455692,-0.358775594283125,-0.776874504030388,0.163135679173856,-0.4331943154229,-0.506566036663298,0.103214406405638,0.192356828739364,0.0797251527369015,54.99,0
147370,88473.0,-0.0011256826680015,0.707445296147453,-1.81789513169848,-0.715695990341939,3.77201963360085,3.19636169220414,0.937343679815285,0.695271031149765,-0.858549990787114,-0.346424222832283,-0.414253384269516,-0.126738290788359,-0.560352622347619,0.77744128183897,-0.415283770113959,-0.787501099326853,-0.39579618596085,-0.477524779683008,-0.489691149780238,-0.133344386983148,0.231781223022294,0.642118583441824,-0.294262273934187,0.71613822538273,0.406214534400498,-0.430279160149008,0.0704430059629587,0.0423823404219225,9.99,0
151007,94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.43892041491,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.40024649210124,-6.80988994039049,-12.4623149481086,-5.50105078380738,-0.567939572890149,2.81224110932946,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.966564233789852,-7.26348214633855,-1.32488430656137,1.0,1
135475,81272.0,-0.351396139628335,0.913802281971512,1.32768669427755,0.550329810494089,0.529430756839152,1.09343586096068,0.230272773212035,0.276272686777128,-0.576438300535171,0.0161517670916557,0.384403259964322,0.493561891712871,0.755308520576542,0.0898134705950579,0.88464790983127,0.26856932806452,-0.804567220754893,0.846869799421485,0.532059816581643,0.0359308918819001,0.311308617648483,0.951965877212766,-0.298436983026631,-1.11059598853557,-0.338366907002985,-0.188486900545715,0.0880223356327861,0.144146783350799,17.0,0
17969,29075.0,-0.411157939096316,0.991309126033438,1.27840212621625,0.0935164082137172,0.0443778760838627,-1.0391865320728,0.644528813082405,-0.0409008762187814,-0.318204416034411,-0.49574314692315,-0.293716321936804,-0.329611410177741,-0.358790954540726,-0.329273407260488,0.950087895729633,0.404239112811387,0.0371861572268972,-0.0748316693116784,-0.0890174968800605,0.119570304836109,-0.258421127245408,-0.733969128972985,0.0228551065256082,0.319983658989642,-0.170510696481391,0.0732764868613982,0.237163938103648,0.0994360070320503,9.88,0
233553,147610.0,1.93734053713582,-0.860431388135001,-0.708024050633748,-1.38752158171677,-0.966488823176846,-1.06392673157673,-0.461462134781752,-0.108129599272303,2.17611249230126,-0.966296186859776,-0.375087271757451,0.559369827252698,-0.661110025253325,0.20135605346626,1.28384883796536,-0.424959346170901,-0.139220783015419,-0.231167600783747,0.650430111508199,-0.108894160579348,-0.183343704033675,-0.515219794372601,0.412266771944385,1.11326356888834,-0.49019613118542,-0.622464247524579,0.0068022408952158,-0.0194044048115541,61.72,0
95060,65150.0,-0.283939091834861,1.3553386781806,0.553397760116075,0.25550058037885,0.561039834902354,-1.33835151100683,1.056879776162,-0.229175627489557,-0.738105471861114,-1.15767609291174,0.0007589064839007,-0.543235595801238,-0.313497072707347,-1.37081536686162,0.770586827708082,0.452886058396265,1.06417551677006,0.458320347285071,-0.199074007843161,-0.0199220929457175,-0.0761920691137869,-0.211969388833489,-0.256208675905128,0.259184524131761,0.0965889268791392,0.327896481420885,0.0212317714590889,0.0832935059114778,0.76,0
156988,109297.0,0.745153216872909,2.80929887414381,-5.82540635746786,5.83556642595055,0.512319881201007,-0.615622343185995,-2.91657564356736,0.776710041712962,-1.87883185000296,-4.54693575081085,4.69879549591235,-8.50778570734412,0.718249309268122,-7.62871014660448,-2.24957848303647,-2.55866861696795,-5.30462366328046,-0.956938449028105,-0.585321852047277,0.40283675391689,0.284840710005163,-0.874383479410998,-0.0839950451669313,-0.651441658316508,0.454593823671078,0.0503758982755266,0.756952562644727,0.383868938615243,0.0,1
191544,129308.0,0.0546821522798935,1.8564996040552,-4.075450734554,4.10009796977678,-0.800931346218859,-0.29250182507501,-2.31743139396216,1.18974699460744,-0.786237923620357,-3.90674573293228,2.99348883356357,-3.61312502993317,-1.7272971294619,-7.36463881998297,-0.343295934983382,-2.57763472583711,-0.515302055109939,1.10910710845714,2.35115138243805,0.509558726652881,0.61824776165619,0.800932138498696,0.13001647459447,0.288945953295625,-0.36665802323555,0.0303066561662426,0.431182443382693,0.110698251591246,80.9,1
234705,148074.0,-2.21921860215056,0.727831411106392,-5.45822994652182,5.92484984705884,3.93246382376344,-3.0859842366267,-1.67786998770016,0.865074610405235,-3.17726028894586,-3.41920738405664,3.69317394224412,-3.97843975507806,-1.71859087457346,-8.63629739365259,-0.242964821455265,1.17488417316765,2.13460635695284,2.59436483300614,-1.25758897993879,0.96477180373471,0.41747174595057,-0.817343384056975,-0.0287524020141088,0.0257225108657227,-0.825835343221856,-0.0130890304987416,0.413291188715315,-0.131387346404896,0.0,1
